id,sale_date,sale_price,sale_nbr,sale_warning,join_status,join_year,latitude,longitude,area,city,zoning,subdivision,present_use,land_val,imp_val,year_built,year_reno,sqft_lot,sqft,sqft_1,sqft_fbsmt,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_lakesamm,view_otherwater,view_other,submarket
456,2014-04-15,533932,3.0,   ,nochg,2024,47.4696,-122.0893,67,ENUMCLAW,RS-7200,GREEN VALLEY,2,254578,279354,1912,0,9373,2433,2433,0,9,0,2,2.0,2,3,0,1,0,363,0,0,0,0,1,0,0,0,0,0,0,0,1,0,P
457,1992-02-15,542565,4.0,   ,nochg,2024,47.5923,-122.0544,28,WOODINVILLE,R-4,SUMMIT RIDGE,2,232989,309576,1965,0,2610,1823,1823,0,9,0,2,2.0,3,1,1,0,0,467,0,0,1,0,1,0,0,0,0,0,0,0,1,0,F
458,1997-04-15,540907,1.0,   ,nochg,2024,47.5605,-121.8997,93,ENUMCLAW,R-2,HIGHLAND PARK,2,203064,337843,1941,0,9800,2697,2697,0,3,0,2,1.0,5,2,0,0,0,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M
459,2016-02-15,625585,3.0,   ,nochg,2024,47.5195,-121.9402,3,SKYKOMISH,R-4,SUMMIT RIDGE,2,296575,329010,1960,0,10403,1965,1965,0,11,0,2,1.0,1,1,1,0,0,541,0,0,1,0,1,0,0,0,0,0,0,0,1,0,E
460,2002-06-15,219302,4.0,   ,nochg,2024,47.5123,-121.9231,27,SeaTac,R-8,MEADOWBROOK,2,82187,137115,1942,0,20513,2310,2310,0,3,0,3,2.0,3,2,1,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
461,2000-05-15,467497,3.0,   ,nochg,2024,47.7463,-121.8014,92,SEA-TAC,RS-7200,TOWN-COUNTRY CLUB BUNGALOW SITES,2,157232,310265,1950,0,28748,3202,3202,0,8,0,5,2.0,3,3,1,0,0,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Q
462,2020-08-15,341377,4.0,   ,nochg,2024,47.7066,-122.0701,29,KENT,R-9,BAYVIEW HEIGHTS,2,139991,201386,1955,0,17331,3232,3232,0,6,0,4,2.0,5,2,1,1,0,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U
463,2008-11-15,573999,2.0,   ,nochg,2024,47.613,-122.3749,97,BOTHELL,R-1,HOLLYWOOD HILL HIGHLANDS,2,295786,278213,1925,0,6083,2117,2117,0,5,0,1,1.0,4,2,0,0,0,495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,W
464,2018-02-15,671208,2.0,   ,nochg,2024,47.6617,-122.3381,29,CARNATION,R-10,MOUNTAIN VIEW,2,387061,284147,1929,0,7679,3376,3376,0,12,0,3,1.0,3,2,1,1,0,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,H
465,2010-01-15,721562,3.0,   ,nochg,2024,47.596,-122.1981,15,WOODINVILLE,R-8,TOWN-COUNTRY CLUB BUNGALOW SITES,2,248135,473427,1982,0,14410,1951,1951,0,6,0,1,2.0,1,2,0,1,0,266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M
466,2011-11-15,467890,4.0,   ,nochg,2024,47.3818,-121.8083,75,BOTHELL,RS 8.5,MEADOWBROOK,2,145444,322446,1904,0,28659,2931,2931,0,3,0,1,1.0,3,2,0,1,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
467,1995-06-15,901913,2.0,   ,nochg,2024,47.5195,-122.0662,1,KING COUNTY,RS-7200,HIGHLAND PARK,2,310535,591378,1991,0,24648,3332,3332,0,11,0,3,1.0,2,3,1,0,0,193,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Q
468,1990-06-15,265470,2.0,   ,nochg,2024,47.4136,-121.8502,16,TUKWILA,R-5,OLYMPIC VUE ESTATES,2,165438,100032,1985,0,9755,2799,2799,0,3,0,4,2.0,5,3,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X
469,2014-10-15,806213,2.0,   ,nochg,2024,47.669,-122.196,59,NORMANDY PARK,RA2.5,FOREST GLEN,2,505403,300810,1903,0,12040,1935,1935,0,3,0,1,2.0,3,2,1,0,0,597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,F
470,2019-08-15,1651255,3.0,   ,nochg,2024,47.3968,-121.9148,49,HUNTS POINT,R-7,HIGHLAND PARK,2,588725,1062530,1932,0,18645,3836,3836,0,3,0,4,1.0,4,3,1,1,0,556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C
471,2007-07-15,629652,1.0,   ,nochg,2024,47.5117,-122.1876,94,ALGONA,RS 8.5,LAKEFRONT VILLAGE,2,252792,376860,1994,0,26392,1188,1188,0,11,0,5,1.0,5,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
472,2011-12-15,1810415,4.0,   ,nochg,2024,47.4031,-122.2756,98,MERCER ISLAND,RS 8.5,GREEN VALLEY,2,1247380,563035,1979,0,28884,1889,1889,0,8,0,2,2.0,3,3,0,1,0,105,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N
473,2012-12-15,638482,3.0,   ,nochg,2024,47.797,-122.2582,82,AUBURN,R-1,SUNSET HILLS,2,445678,192804,2008,0,28189,1710,1710,0,12,0,2,1.0,3,3,1,0,0,394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,F
474,2010-11-15,447932,1.0,   ,nochg,2024,47.5082,-121.9523,15,BURIEN,R-5,MAPLE GROVE,2,142539,305393,1974,0,9086,3970,3970,0,4,0,3,1.0,3,1,0,1,0,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U
475,1991-11-15,1027867,1.0,   ,nochg,2024,47.4604,-122.1761,99,BEAUX ARTS,R-1,ALDERWOOD SOUTH DIV NO. 02,2,448061,579806,1940,0,11462,2762,2762,0,4,0,1,1.0,4,3,1,0,0,513,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N
476,1994-12-15,1111978,2.0,   ,nochg,2024,47.6582,-122.018,76,BEAUX ARTS,R-8,GREEN VALLEY,2,481126,630852,1908,0,27626,4422,4422,0,10,0,4,2.0,4,3,1,1,0,580,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H
477,1999-10-15,350803,4.0,   ,nochg,2024,47.494,-122.1998,52,SeaTac,R-1,ALDERWOOD SOUTH DIV NO. 02,2,147533,203270,1902,0,28493,3188,3188,0,6,0,2,2.0,1,2,0,0,0,529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,W
478,2000-12-15,1816502,4.0,   ,nochg,2024,47.6005,-122.105,25,BELLEVUE,RA2.5,BAYVIEW HEIGHTS,2,841560,974942,1987,0,13265,2918,2918,0,12,0,1,2.0,5,3,0,1,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
479,1990-01-15,1303336,2.0,   ,nochg,2024,47.421,-121.809,8,CLYDE HILL,R-10,ALDERWOOD SOUTH DIV NO. 02,2,863683,439653,1934,0,18904,4941,4941,0,7,0,5,2.0,2,2,1,0,0,223,0,0,1,0,1,0,0,0,0,0,0,0,1,0,B
480,2020-07-15,745825,1.0,   ,nochg,2024,47.4873,-121.8306,48,KING COUNTY,R-6,BAYVIEW HEIGHTS,2,259858,485967,2009,0,28099,1267,1267,0,11,0,5,2.0,5,3,1,1,0,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
481,1997-02-15,556336,1.0,   ,nochg,2024,47.6423,-122.1669,60,SHORELINE,R-6,TOWN-COUNTRY CLUB BUNGALOW SITES,2,238248,318088,2009,0,5843,4462,4462,0,6,0,1,2.0,3,1,0,0,0,342,0,0,1,0,0,0,0,0,0,0,0,0,1,0,B
482,2018-08-15,463190,1.0,   ,nochg,2024,47.4932,-121.8156,17,COVINGTON,R-10,BAYVIEW HEIGHTS,2,181657,281533,1946,0,2782,4217,4217,0,11,0,5,1.0,1,3,1,1,0,384,0,0,1,0,1,0,0,0,0,0,0,0,0,0,X
483,1999-07-15,882774,2.0,   ,nochg,2024,47.3095,-122.3759,55,DUVALL,RS 8.5,RIVERBEND TERRACE,2,323427,559347,1999,0,6250,2835,2835,0,7,0,5,1.0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,T
484,2018-05-15,505101,2.0,   ,nochg,2024,47.4772,-122.0828,74,ENUMCLAW,R-1,WILDWOOD LANE NO. 03,2,256709,248392,1922,0,15654,3339,3339,0,5,0,5,1.0,4,1,1,1,0,551,0,0,1,0,1,0,0,0,0,0,0,0,0,0,P
485,1998-01-15,757459,1.0,   ,nochg,2024,47.6961,-122.2351,49,KIRKLAND,R-1,ALDERWOOD SOUTH DIV NO. 02,2,368398,389061,2000,0,3514,1556,1556,0,4,0,4,1.0,1,3,0,1,0,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
486,2011-04-15,419825,3.0,   ,nochg,2024,47.644,-122.0828,79,AUBURN,R-7,MOUNTAIN VIEW,2,244775,175050,2000,0,10664,1465,1465,0,8,0,4,1.0,5,3,0,0,0,420,0,0,1,0,0,0,0,0,0,0,0,0,1,0,B
487,2012-12-15,921271,4.0,   ,nochg,2024,47.632,-122.0537,99,REDMOND,R-4,SUMMIT RIDGE,2,286264,635007,1942,0,8256,4274,4274,0,7,0,3,1.0,5,2,1,1,0,310,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U
488,2004-03-15,2843322,3.0,   ,nochg,2024,47.7709,-122.2893,83,MEDINA,RS-7200,CEDAR HEIGHTS,2,1774462,1068860,1917,0,19944,3658,3658,0,10,0,1,1.0,4,2,1,0,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C
489,1993-06-15,950111,2.0,   ,nochg,2024,47.6386,-122.2459,6,SEATTLE,R-4,MAPLE GROVE,2,562499,387612,1931,0,22451,899,899,0,8,0,3,1.0,2,3,1,0,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U
490,1997-04-15,496385,3.0,   ,nochg,2024,47.4216,-122.1936,86,KING COUNTY,R-8,HOLLYWOOD HILL HIGHLANDS,2,331497,164888,1974,0,9401,819,819,0,9,0,5,1.0,3,1,1,1,0,513,0,0,1,0,0,0,0,0,0,0,0,0,1,0,S
491,2011-09-15,749884,1.0,   ,nochg,2024,47.7043,-122.2976,58,SNOQUALMIE,R-4,PINE VIEW ESTATES,2,251917,497967,1922,0,11719,1790,1790,0,10,0,3,2.0,2,3,1,1,0,403,0,0,0,0,1,0,0,0,0,0,0,0,1,0,K
492,2013-11-15,852291,1.0,   ,nochg,2024,47.3774,-121.8068,51,SNOQUALMIE,R-3,MOUNTAIN VIEW,2,345130,507161,1925,0,17808,1990,1990,0,8,0,4,1.0,1,3,1,0,0,447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I
493,2012-08-15,1714052,2.0,   ,nochg,2024,47.5783,-122.2156,1,BEAUX ARTS,R-8,WILDWOOD LANE NO. 03,2,1060191,653861,1998,0,23025,4884,4884,0,7,0,2,2.0,2,3,0,0,0,223,0,0,0,0,1,0,0,0,0,0,0,0,1,0,J
494,1995-04-15,518263,2.0,   ,nochg,2024,47.5149,-122.3276,11,LAKE FOREST PARK,R-9,MEADOWBROOK,2,333237,185026,1918,0,4216,3897,3897,0,9,0,2,1.0,5,2,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H
495,2003-07-15,641759,2.0,   ,nochg,2024,47.7699,-121.9062,13,BOTHELL,R-5,SUNSET HILLS,2,282841,358918,1970,0,16821,2356,2356,0,4,0,4,1.0,4,3,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,O
496,1992-07-15,311232,1.0,   ,nochg,2024,47.6043,-121.929,12,SeaTac,R-6,LAKEFRONT VILLAGE,2,183130,128102,1921,0,15970,1137,1137,0,4,0,4,1.0,5,2,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,1,0,L
497,2013-12-15,355928,4.0,   ,nochg,2024,47.4588,-122.043,12,AUBURN,R-3,GREEN VALLEY,2,138771,217157,1958,0,22614,1400,1400,0,8,0,4,1.0,3,3,0,1,0,229,0,0,1,0,1,0,0,0,0,0,0,0,1,0,X
498,1991-02-15,688992,1.0,   ,nochg,2024,47.4298,-122.1895,85,DUVALL,R-6,CEDAR HEIGHTS,2,450995,237997,1966,0,25767,3348,3348,0,12,0,2,1.0,3,3,0,0,0,452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Y
499,2006-11-15,513279,2.0,   ,nochg,2024,47.4313,-122.3759,66,ENUMCLAW,R-3,SUNSET HILLS,2,204229,309050,2010,0,10453,3257,3257,0,4,0,5,2.0,5,3,1,1,0,345,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Z
500,2009-12-15,318481,3.0,   ,nochg,2024,47.5333,-122.3165,96,PACIFIC,R-1,RIVERBEND TERRACE,2,145909,172572,1938,0,4177,2386,2386,0,3,0,2,2.0,4,3,1,0,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
501,2014-08-15,544560,1.0,   ,nochg,2024,47.451,-121.8262,21,KING COUNTY,RA2.5,MEADOWBROOK,2,183996,360564,1913,0,28025,3095,3095,0,7,0,3,2.0,2,3,1,1,0,424,0,0,1,0,1,0,0,0,0,0,0,0,1,0,I
502,2009-06-15,1130910,4.0,   ,nochg,2024,47.6096,-122.1779,92,BELLEVUE,RS 8.5,HOLLYWOOD HILL HIGHLANDS,2,731219,399691,1958,0,26500,3158,3158,0,6,0,5,1.0,5,1,0,1,0,464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,V
503,2012-07-15,425517,4.0,   ,nochg,2024,47.7548,-122.3856,5,ENUMCLAW,R-2,MOUNTAIN VIEW,2,204116,221401,1929,0,12954,2374,2374,0,8,0,5,2.0,4,1,0,1,0,365,0,0,1,0,0,0,0,0,0,0,0,0,1,0,L
504,2010-08-15,2521970,3.0,   ,nochg,2024,47.6833,-122.3495,72,HUNTS POINT,R-4,MOUNTAIN VIEW,2,1190182,1331788,1912,0,26768,3058,3058,0,10,0,2,2.0,3,3,0,1,0,274,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Y
505,1994-02-15,865089,4.0,   ,nochg,2024,47.7802,-122.2747,4,SHORELINE,R-1,FOREST GLEN,2,337607,527482,1959,0,10452,2022,2022,0,11,0,3,1.0,4,2,0,1,0,596,0,0,1,0,1,0,0,0,0,0,0,0,1,0,S
506,1992-04-15,722900,1.0,   ,nochg,2024,47.4511,-122.3894,13,KENMORE,R-10,SUNSET HILLS,2,379602,343298,1919,0,12010,3883,3883,0,8,0,2,1.0,4,3,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
507,2008-07-15,701489,2.0,   ,nochg,2024,47.6732,-121.9831,84,KENT,RS-7200,GREEN VALLEY,2,338406,363083,2006,0,10314,4577,4577,0,6,0,5,1.0,1,3,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,K
508,2003-11-15,504289,1.0,   ,nochg,2024,47.3884,-122.2649,8,SKYKOMISH,R-6,MAPLE GROVE,2,207099,297190,1996,0,9979,2191,2191,0,12,0,4,1.0,2,1,1,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B
509,1990-01-15,474621,2.0,   ,nochg,2024,47.4922,-122.1522,66,DES MOINES,RS 8.5,MAPLE GROVE,2,288912,185709,2003,0,17956,3110,3110,0,11,0,3,1.0,4,2,1,1,0,310,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Q
510,2017-02-15,458019,4.0,   ,nochg,2024,47.7271,-121.9714,41,NORTH BEND,R-6,CEDAR HEIGHTS,2,294214,163805,1950,0,28908,3849,3849,0,11,0,3,1.0,3,3,1,1,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
511,2019-02-15,493836,3.0,   ,nochg,2024,47.3622,-122.251,41,BLACK DIAMOND,RS-7200,ALDERWOOD SOUTH DIV NO. 02,2,206224,287612,1926,0,19268,1781,1781,0,6,0,2,2.0,5,1,1,0,0,114,0,0,1,0,1,0,0,0,0,0,0,0,0,0,S
512,2019-03-15,465358,2.0,   ,nochg,2024,47.5526,-121.802,63,MAPLE VALLEY,R-10,GREEN VALLEY,2,319863,145495,1933,0,27571,1169,1169,0,7,0,4,2.0,2,2,0,0,0,281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
513,2008-08-15,602092,1.0,   ,nochg,2024,47.3646,-122.254,74,SHORELINE,RS-7200,BAYVIEW HEIGHTS,2,403898,198194,1970,0,22204,2778,2778,0,8,0,5,1.0,3,1,0,1,0,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,J
514,1999-12-15,700342,4.0,   ,nochg,2024,47.6552,-122.2272,72,KIRKLAND,RS7.2,MEADOWBROOK,2,400576,299766,1986,0,5656,4159,4159,0,4,0,5,1.0,2,2,0,1,0,155,0,0,1,0,1,0,0,0,0,0,0,0,0,0,N
515,2004-11-15,2147305,3.0,   ,nochg,2024,47.78,-121.8482,81,CLYDE HILL,R-8,TOWN-COUNTRY CLUB BUNGALOW SITES,2,1127708,1019597,1913,0,10917,2506,2506,0,8,0,1,1.0,5,2,1,1,0,352,0,0,1,0,1,0,0,0,0,0,0,0,1,0,K
516,2014-01-15,570217,2.0,   ,nochg,2024,47.6406,-122.0758,38,REDMOND,R-7,SUNSET HILLS,2,226045,344172,2018,0,3289,2117,2117,0,9,0,2,2.0,1,2,0,0,0,200,0,0,1,0,1,0,0,0,0,0,0,0,1,0,H
517,2017-07-15,2102249,4.0,   ,nochg,2024,47.5879,-122.1623,25,CLYDE HILL,R-3,RIVERBEND TERRACE,2,1410309,691940,1954,0,26762,3250,3250,0,9,0,5,2.0,3,2,0,0,0,313,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U
518,2020-08-15,2759114,2.0,   ,nochg,2024,47.7933,-122.261,76,MEDINA,R-3,SUMMIT RIDGE,2,1058966,1700148,2002,0,8965,3471,3471,0,3,0,1,1.0,2,2,0,1,0,522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G
519,2011-03-15,1042405,3.0,   ,nochg,2024,47.382,-122.1543,70,NORMANDY PARK,R-3,FOREST GLEN,2,719569,322836,1903,0,7686,4743,4743,0,7,0,3,2.0,3,2,1,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P
520,2009-01-15,363063,4.0,   ,nochg,2024,47.7299,-121.9493,21,MILTON,RS 8.5,BAYVIEW HEIGHTS,2,204998,158065,1936,0,2795,3278,3278,0,11,0,3,2.0,2,2,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
521,1999-02-15,338269,4.0,   ,nochg,2024,47.6068,-122.0437,38,KING COUNTY,R-1,GREEN VALLEY,2,176025,162244,1903,0,25177,1193,1193,0,7,0,2,2.0,4,3,1,1,0,495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Q
522,2017-09-15,478605,4.0,   ,nochg,2024,47.7332,-122.0446,41,FEDERAL WAY,RA2.5,BAYVIEW HEIGHTS,2,305778,172827,1971,0,25914,2801,2801,0,12,0,4,2.0,2,1,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M
523,2002-02-15,541621,2.0,   ,nochg,2024,47.6247,-122.0225,41,SEA-TAC,RA2.5,SUMMIT RIDGE,2,205080,336541,1945,0,3052,2244,2244,0,8,0,3,1.0,4,2,0,0,0,580,0,0,0,0,1,0,0,0,0,0,0,0,1,0,I
524,2000-09-15,466056,2.0,   ,nochg,2024,47.4681,-121.9824,19,FEDERAL WAY,R-8,SUMMIT RIDGE,2,256189,209867,1965,0,11193,2404,2404,0,7,0,3,1.0,5,2,1,1,0,582,0,0,1,0,1,0,0,0,0,0,0,0,0,0,J
525,1993-10-15,682720,1.0,   ,nochg,2024,47.4009,-122.3436,22,SNOQUALMIE,R-9,HOLLYWOOD HILL HIGHLANDS,2,426801,255919,1962,0,28610,968,968,0,7,0,1,1.0,4,3,1,1,0,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Y
526,1993-09-15,537381,3.0,   ,nochg,2024,47.5702,-122.3194,91,AUBURN,R-10,SUMMIT RIDGE,2,215734,321647,1984,0,5913,4154,4154,0,11,0,1,1.0,2,3,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J
527,2014-10-15,359797,3.0,   ,nochg,2024,47.7318,-122.3703,50,SEATTLE,RS-7200,BAYVIEW HEIGHTS,2,226157,133640,1918,0,21453,1111,1111,0,5,0,2,2.0,2,1,1,0,0,208,0,0,1,0,1,0,0,0,0,0,0,0,0,0,M
528,1994-03-15,986280,1.0,   ,nochg,2024,47.6629,-122.0558,57,REDMOND,R-2,MAPLE GROVE,2,330231,656049,1976,0,17965,4143,4143,0,9,0,3,2.0,1,3,0,1,0,340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,D
529,2004-11-15,514360,2.0,   ,nochg,2024,47.4595,-122.1847,58,PACIFIC,R-4,OLYMPIC VUE ESTATES,2,350163,164197,1973,0,29513,2302,2302,0,12,0,1,2.0,3,3,1,1,0,44,0,0,1,0,1,0,0,0,0,0,0,0,1,0,M
530,2020-12-15,495233,2.0,   ,nochg,2024,47.6775,-122.1441,54,SHORELINE,R-8,OAKWOOD MANOR,2,332075,163158,1970,0,24745,3584,3584,0,3,0,1,2.0,3,2,1,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B
531,2011-02-15,773112,1.0,   ,nochg,2024,47.3929,-122.1751,49,CARNATION,RS 8.5,BAYVIEW HEIGHTS,2,457453,315659,1983,0,7753,3289,3289,0,10,0,2,1.0,3,3,0,0,0,286,0,0,1,0,1,0,0,0,0,0,0,0,1,0,A
532,1995-12-15,1195608,2.0,   ,nochg,2024,47.6382,-122.0953,21,REDMOND,RS 8.5,FOREST GLEN,2,636963,558645,1982,0,16211,4131,4131,0,11,0,2,1.0,2,3,1,1,0,586,0,0,1,0,0,0,0,0,0,0,0,0,1,0,X
533,2020-12-15,325306,2.0,   ,nochg,2024,47.5826,-122.1005,21,ENUMCLAW,R-1,BAYVIEW HEIGHTS,2,198938,126368,1902,0,11934,3308,3308,0,9,0,1,1.0,4,2,0,0,0,437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,A
534,2014-03-15,449923,4.0,   ,nochg,2024,47.3715,-122.142,41,ENUMCLAW,RS 8.5,BAYVIEW HEIGHTS,2,206803,243120,1900,0,28163,2279,2279,0,9,0,3,1.0,2,1,1,1,0,175,0,0,1,0,1,0,0,0,0,0,0,0,0,0,V
535,2005-11-15,598140,4.0,   ,nochg,2024,47.7025,-122.0472,61,AUBURN,R-8,FALCON RIDGE (CEDAR RIDGE),2,196362,401778,2003,0,4632,2849,2849,0,10,0,2,1.0,5,1,0,1,0,325,0,0,1,0,1,0,0,0,0,0,0,0,0,0,V
536,2011-03-15,689753,2.0,   ,nochg,2024,47.7696,-121.932,53,NORTH BEND,RS7.2,CEDAR HEIGHTS,2,451208,238545,1932,0,24168,3874,3874,0,11,0,3,2.0,1,1,0,0,0,259,0,0,1,0,1,0,0,0,0,0,0,0,0,0,L
537,2015-03-15,468039,2.0,   ,nochg,2024,47.5802,-122.2394,9,FEDERAL WAY,R-7,SUNSET HILLS,2,144028,324011,2017,0,16813,3468,3468,0,10,0,4,2.0,2,1,1,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Z
538,2004-12-15,638996,3.0,   ,nochg,2024,47.7199,-122.0727,85,ISSAQUAH,R-3,WILDWOOD LANE NO. 03,2,436731,202265,1928,0,22881,4009,4009,0,3,0,2,1.0,5,3,0,1,0,99,0,0,1,0,1,0,0,0,0,0,0,0,0,0,U
539,1990-10-15,1029801,2.0,   ,nochg,2024,47.3393,-122.3232,85,SNOQUALMIE,RS 8.5,ALDERWOOD SOUTH DIV NO. 02,2,562826,466975,2002,0,3913,3448,3448,0,11,0,1,1.0,1,2,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
540,2009-12-15,420708,1.0,   ,nochg,2024,47.6975,-122.3123,8,KENMORE,R-9,TOWN-COUNTRY CLUB BUNGALOW SITES,2,147202,273506,1977,0,3161,3431,3431,0,5,0,4,1.0,3,1,0,1,0,90,0,0,1,0,1,0,0,0,0,0,0,0,1,0,W
541,2005-09-15,218264,4.0,   ,nochg,2024,47.4577,-122.0559,46,ENUMCLAW,R-3,MAPLE GROVE,2,120796,97468,1913,0,10982,2300,2300,0,3,0,2,1.0,3,3,1,0,0,442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Z
542,2017-01-15,819943,2.0,   ,nochg,2024,47.6613,-122.0342,16,WOODINVILLE,R-6,GREEN VALLEY,2,323915,496028,1906,0,16662,3057,3057,0,10,0,1,1.0,5,3,0,0,0,293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
543,2003-04-15,487016,1.0,   ,nochg,2024,47.6303,-122.374,58,CARNATION,RS-7200,GREEN VALLEY,2,252307,234709,1908,0,19179,2728,2728,0,5,0,3,1.0,1,1,0,1,0,65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B
544,2001-01-15,443800,1.0,   ,nochg,2024,47.5366,-122.201,77,PACIFIC,R-2,HIGHLAND PARK,2,167882,275918,1979,0,15786,4655,4655,0,8,0,1,2.0,1,2,1,1,0,49,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Z
545,2022-11-15,663665,1.0,   ,nochg,2024,47.7345,-122.1973,73,NORTH BEND,RS7.2,SUMMIT RIDGE,2,251375,412290,2019,0,29607,1875,1875,0,6,0,2,1.0,3,2,1,0,0,185,0,0,1,0,0,0,0,0,0,0,0,0,1,0,W
546,1995-03-15,547183,3.0,   ,nochg,2024,47.3455,-121.8137,24,SNOQUALMIE,R-1,MAPLE GROVE,2,169701,377482,1924,0,22464,4315,4315,0,6,0,4,2.0,1,1,1,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
547,2015-07-15,1027511,4.0,   ,nochg,2024,47.6715,-122.0324,14,REDMOND,R-5,CEDAR HEIGHTS,2,560685,466826,2017,0,17167,4472,4472,0,8,0,5,2.0,4,1,1,0,0,189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D
548,1996-06-15,633799,4.0,   ,nochg,2024,47.6493,-122.3902,48,SEATTLE,R-8,SUNSET HILLS,2,299894,333905,1972,0,23367,3970,3970,0,3,0,3,2.0,3,1,0,0,0,25,0,0,1,0,1,0,0,0,0,0,0,0,1,0,P
549,2005-02-15,796712,2.0,   ,nochg,2024,47.6538,-122.2216,10,KIRKLAND,R-1,MAPLE GROVE,2,414213,382499,1950,0,15491,1093,1093,0,10,0,5,2.0,4,3,1,0,0,124,0,0,1,0,0,0,0,0,0,0,0,0,1,0,P
550,1995-06-15,559874,1.0,   ,nochg,2024,47.3502,-121.9257,99,SeaTac,RS 8.5,CEDAR HEIGHTS,2,216209,343665,2017,0,29849,1030,1030,0,9,0,5,2.0,3,2,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,1,0,C
551,2012-02-15,1152396,1.0,   ,nochg,2024,47.6594,-122.2265,31,KIRKLAND,R-8,MOUNTAIN VIEW,2,699147,453249,1969,0,16977,924,924,0,12,0,1,2.0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,V
552,2016-10-15,260729,1.0,   ,nochg,2024,47.4993,-122.097,66,SeaTac,RS 8.5,SUNSET HILLS,2,120441,140288,2002,0,18834,1516,1516,0,4,0,1,2.0,3,1,1,0,0,283,0,0,1,0,1,0,0,0,0,0,0,0,0,0,J
